IDRFME;DTREF;ANO;MES;TIMEID;DEF_12;nr_titulares;nr_outros_interv;PREST;max_escolaridade;min_escolaridade;max_risco_regiao;min_risco_regiao;n_tit_domvenc;med_domvenc;med_dias_devedor;flag_nao_resi;med_idade;younger;older;avg_dependentes;flag_resec;med_filhos;med_idade_filhos;med_rend_disp;pior_habitacao;best_habitacao;flag_resi;pior_vinclab;best_vinclab;best_prof2;pior_prof2;max_risco_origem2;min_risco_origem2;pior_estciv;best_estciv;CDTIPES;EXPOSICAO;MTLINHASDISP;PRAZO;FINALIDADE;FLAG_REEST;TXESFGLOBAL;FLG14PREST;OUT_VALPREST;INVALPRESTDUPLA;OUTVALPRESTDUPLA;CARNUM;PCTVALRES;SLDULTRESM;SLDPNTBSCAP1M;SLDPNTBSPPR;SLDPNTFUND;SLDPNTDEPPRZ;SLDPNTOUTDES;VALPRESTDUPLA;DO_PREST;DUMMYAUTONOVO;DUMMYPRAZO72_84;DUMMYPRAZOSUP84;DUMMYDOMVENC_AVAL;DUMMYRECPRAZO;DUMMYIFSUP5TC;INCTC;NUM_DEB_FINALtc;REC_PRAZO;NRDIASDEVEDOR;SLDPNTDO;SLDMDDOTM;SLDPNTTITRV;PLATRDIARIOCC;MEDR1MCC;MEDRADCC;MEDR1MCI;MEDRADCI;PRESTDIARIACI;MEDR1MCH;MEDRADCH;PRESTDIARIACH;MEDR1MCHP;SLDMDDEVAD;SLDMDDEV1M;SLDMDDEV3M;SLDMDDEV6M;TPRESTFRONTENDCI;flag_garant;flag_fin;envolvimento;ANTCONTA1;VARIOS_TITULARES;INDRESTRUT_num;flag14prest;SALDO_PONTUAL;naciona_final_num;naciona_rend_num;estciv_final_num
AA60019555974;2023-10-31;2023;10;202310;0;1;0;294.28;3;3;10;10;1;;0;0;60;60;60;0;0;0;0;499.58666667;5;5;1;1;1;4;4;3;3;5;5;P;15876.34;0;60;98;0;29.655;N;0.00;0.00;0.00;0;0.00000;31542.333333;0.00;0.00;0.00;40000.00;0.00;0;10718.476734;0;0;0;0;1;0;0;127;22365.666667;0;29118.32;430.000000;;3000.00;817.230000;712.50;;;;;;;;0.000000;;;;0.00;0;1;2;;0;0;0;40000;76;76;1
AA60019556843;2023-10-31;2023;10;202310;0;1;2;549.93;1;1;7;7;0;;0;0;26;26;26;0;0;0;0;1538.0113333;5;5;1;1;1;5;5;2;2;5;5;P;43280.89;0;100;11;0;21.070;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;0;0;1;;0;0;0;0;1;1;1
AA60019556866;2023-10-31;2023;10;202310;0;1;2;187.18;3;3;6;6;0;;0;0;26;26;26;0;0;0;0;831.05133333;5;5;1;1;1;4;4;2;2;5;5;P;16393.59;0;120;11;0;14.706;N;0.00;0.00;0.00;0;0.00000;17.666667;0.00;0.00;0.00;0.00;0.00;0;9.438330484;0;0;1;0;0;0;0;0;0;0;5050.00;;;4000.00;;0.00;;;;;;;;0.000000;;;;0.00;0;0;1;;0;0;0;0;1;1;1
AA60019556965;2023-10-31;2023;10;202310;0;1;0;268.95;3;3;8;8;1;;0;0;37;37;37;0;0;0;0;948.85666667;4;4;1;1;1;3;3;3;3;5;5;P;5293.69;0;21;98;0;28.284;N;0.00;0.00;0.00;0;0.00000;99.666667;0.00;0.00;0.00;10.02;0.00;0;37.057693623;0;0;0;0;1;0;0;22;2.666667;0;75.48;12.666667;;5000.00;;0.00;;;;;;;;;;;;0.00;1;1;4;;0;0;0;10.02;76;76;1
AA60019557095;2023-10-31;2023;10;202310;0;2;0;570.03;3;1;8;8;0;;0;1;34;24;44;0;0;1;16;585.27;5;5;0;1;1;4;4;2;2;5;2;P;29833.34;0;72;98;0;21.630;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;250.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019557189;2023-10-31;2023;10;202310;0;1;0;746.9;3;3;10;10;0;;0;0;43;43;43;1;0;1;15;2817.7666667;5;5;1;1;1;3;3;2;2;2;2;P;42116.04;0;72;98;0;19.315;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;500.00;;;10000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019557307;2023-10-31;2023;10;202310;0;2;0;220.45;3;3;7;1;0;;0;0;22.5;21;24;0;0;0;0;526.64466667;5;2;1;1;1;5;6;2;2;2;2;P;11537.74;0;72;98;0;11.803;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019557642;2023-10-31;2023;10;202310;0;1;0;482.76;3;3;10;10;0;;0;1;24;24;24;0;0;0;0;2583.2733333;4;4;0;1;1;3;3;2;2;5;5;P;26162.34;0;72;98;0;22.047;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;1
AA60019557698;2023-10-31;2023;10;202310;0;2;0;150.11;1;1;7;1;0;;0;0;29.5;29;30;1;0;1;0.5;621.60333333;3;2;1;1;1;4;6;2;2;2;2;P;8078.37;0;72;98;0;7.780;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019558515;2023-10-31;2023;10;202310;1;2;0;510.57;1;1;8;1;0;;0;0;23.5;23;24;0;0;0;0;709.823;5;2;1;1;1;4;6;2;2;2;2;P;26537.38;0;72;98;0;24.797;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019559537;2023-10-31;2023;10;202310;0;1;0;211.14;1;1;7;7;1;;0;0;43;43;43;0;0;0;0;846.95666667;5;5;1;3;3;5;5;3;3;5;5;P;4208.2;0;22;98;0;15.963;N;0.00;0.00;0.00;0;0.00000;5467.333333;0.00;0.00;0.00;0.00;0.00;0;2589.4351298;0;0;0;0;0;0;0;40;0;0;4037.57;2046.000000;;3000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;76;76;1
AA60019559704;2023-10-31;2023;10;202310;0;2;0;861.91;1;1;3;1;1;;0;1;39.5;37;42;0;0;0;0;2682.7966667;4;2;0;1;1;4;4;2;2;2;1;P;51722.05;0;84;98;0;24.602;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;60.89;;;12000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019559920;2023-10-31;2023;10;202310;0;2;0;194.78;3;1;8;1;0;;0;0;51;50;52;1;0;1;4;1226.971;4;2;1;1;1;4;4;2;2;2;1;P;12351.12;0;84;98;0;16.993;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019561816;2023-10-31;2023;10;202310;1;1;0;159.7;3;3;8;8;0;;0;0;30;30;30;0;0;0;0;509.40666667;5;5;1;1;1;2;2;2;2;2;2;P;8652.62;0;72;98;0;30.064;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019562946;2023-10-31;2023;10;202310;0;1;0;217.93;3;3;8;8;0;;0;0;41;41;41;0;0;0;0;557.29666667;3;3;1;1;1;6;6;2;2;2;2;P;11642.78;0;72;98;0;22.489;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;3000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019563420;2023-10-31;2023;10;202310;0;1;0;374.98;3;3;7;7;0;;0;0;44;44;44;1;0;1;20;524.22133333;5;5;1;1;1;3;3;2;2;2;2;P;21618.73;0;84;98;0;33.361;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019563489;2023-10-31;2023;10;202310;0;2;0;269.71;1;1;9;1;0;;0;0;37;35;39;1;0;1;3;271.05333333;3;2;1;2;1;4;4;2;2;2;1;P;12467.74;0;60;98;0;26.578;N;0.00;0.00;0.00;0;0.00000;6.666667;0.00;0.00;0.00;0.00;0.00;0;2.4717908124;0;0;0;0;0;0;0;0;0;0;100.00;;;2000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019563648;2023-10-31;2023;10;202310;0;2;0;238.31;3;3;7;1;0;;0;0;51.5;45;58;1;0;1;2;223.345;3;2;1;1;1;4;4;2;2;2;1;P;12911.58;0;72;98;0;30.913;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.01;;;3000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019563747;2023-10-31;2023;10;202310;1;1;0;283.56;3;3;8;8;0;;0;0;43;43;43;0;0;0;0;902.10666667;5;5;1;1;1;2;2;1;1;2;2;P;4943.23;0;19;98;0;22.937;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;508;508;6
AA60019564569;2023-10-31;2023;10;202310;0;2;0;360.16;3;3;8;1;0;;1;1;46;46;46;0;0;0;0;2280.7433333;2;1;0;1;1;3;6;2;2;2;1;P;20923.14;0;84;98;0;18.766;N;0.00;0.00;0.00;0;0.00000;5192.666667;0.00;0.00;0.00;0.00;0.00;0;1441.7666223;0;1;0;0;0;0;0;37;0;2;557.57;0.000000;;14000.00;28.700000;0.00;;;;112000.000000;111850.95;610.30;;;;3.000000;1.500000;0.00;1;1;2;;1;0;0;0;1;1;2
AA60019565028;2023-10-31;2023;10;202310;0;2;0;547.43;3;3;8;1;0;;0;0;32;28;36;1;0;0;0;336.534;3;2;1;1;1;4;6;2;2;2;2;P;28832.55;0;72;98;0;30.384;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;150.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019565309;2023-10-31;2023;10;202310;1;1;0;85.79;3;3;8;8;0;;0;0;27;27;27;0;0;0;0;945.002;5;5;1;1;1;6;6;2;2;2;2;P;5071.81;0;72;11;0;30.624;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;-6.36;;;;;;;;;;;;;6.360000;;;;0.00;1;0;1;;0;0;0;0;1;1;6
AA60019566737;2023-10-31;2023;10;202310;0;2;0;246.17;3;1;7;1;0;;0;0;33.5;30;37;0;0;0;0;1985.6816667;2;1;1;2;1;3;4;3;3;2;1;P;5443.92;0;24;98;0;14.848;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;76;76;2
AA60019566816;2023-10-31;2023;10;202310;0;1;0;224.67;3;3;7;7;0;;0;0;21;21;21;0;0;0;0;548.04966667;3;3;1;1;1;4;4;1;1;2;2;P;8901.1;0;48;98;0;23.260;N;0.00;0.00;0.00;0;0.00000;6.666667;0.00;0.00;0.00;100.00;0.00;0;2.9673151734;0;0;0;0;1;0;0;14;0;0;109.84;;;;;;;;;;;;;0.000000;;;;0.00;1;1;4;;0;0;0;100;678;678;6
AA60019567297;2023-10-31;2023;10;202310;0;1;0;109.46;3;3;7;7;0;;0;0;23;23;23;1;0;0;0;644.67333333;3;3;1;1;1;4;4;2;2;2;2;P;5765;0;72;98;0;11.611;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019567510;2023-10-31;2023;10;202310;1;2;0;210.39;3;1;8;1;0;;0;0;63.5;50;77;0;0;0;0;416.409;4;2;1;2;1;4;6;2;2;2;2;P;11892.27;0;72;98;0;32.865;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019567559;2023-10-31;2023;10;202310;0;2;0;129.92;3;3;7;1;0;;0;0;24;24;24;0;0;0;0;287.06433333;5;2;1;1;1;4;6;2;2;2;2;P;8235.07;0;84;98;0;28.277;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019567566;2023-10-31;2023;10;202310;0;1;0;240.24;3;3;10;10;1;;0;0;31;31;31;0;0;0;0;569.887;5;5;1;1;1;6;6;2;2;2;2;P;14285.59;0;72;98;0;36.543;N;0.00;0.00;0.00;0;0.00000;878.000000;0.00;0.00;102.34;600.00;0.00;0;365.46786547;0;0;0;0;1;0;0;23;808.206688;0;1786.68;0.000000;;3000.00;;0.00;;;;;;;;;;;;0.00;1;1;2;;0;0;0;702.34;1;1;6
AA60019567569;2023-10-31;2023;10;202310;0;1;0;193.77;3;3;7;7;1;;0;0;59;59;59;0;0;0;0;524.15;5;5;1;1;1;4;4;2;2;2;2;P;9903.38;0;66;98;0;21.592;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019567594;2023-10-31;2023;10;202310;0;2;0;234.62;3;3;7;1;0;;0;0;24;24;24;0;0;0;0;238.38933333;5;2;1;1;1;4;6;2;2;2;2;P;18842.09;0;120;11;0;27.737;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;0;1;;1;0;0;0;1;1;6
AA60019568226;2023-10-31;2023;10;202310;1;1;0;170.5;3;3;8;8;0;;0;0;33;33;33;0;0;0;0;477.92133333;5;5;1;1;1;6;6;2;2;2;2;P;9232.85;0;72;98;0;38.570;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019569567;2023-10-31;2023;10;202310;0;1;0;127.71;3;3;8;8;0;;0;0;25;25;25;1;0;1;3;811.62333333;4;4;1;1;1;2;2;2;2;2;2;P;6915.55;0;72;98;0;23.010;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019570405;2023-10-31;2023;10;202310;0;2;0;469.61;3;3;6;1;0;;0;0;45.5;43;48;2;0;2;2;1400.1093333;2;1;1;1;1;1;3;2;2;2;2;P;42074.35;0;120;10;0;23.869;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;50.00;;;;;0.00;;;;;;;;;;;;0.00;1;0;1;;1;0;0;0;1;1;6
AA60019570614;2023-10-31;2023;10;202310;0;2;0;510.81;3;3;8;8;0;;0;0;36;22;50;0.5;0;1;10;430.23166667;3;3;1;1;1;5;5;2;2;5;4;P;27084.69;0;72;98;0;21.712;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;10.68;;;5000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;1;1;1
AA60019570853;2023-10-31;2023;10;202310;0;2;0;202.12;1;1;7;1;0;;0;0;59.5;58;61;1;0;1;10;342.01966667;3;2;1;2;1;4;6;2;2;2;1;P;11645.76;0;84;98;0;18.244;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019570858;2023-10-31;2023;10;202310;0;1;0;229.27;1;1;7;7;1;;0;0;41;41;41;0;0;0;0;477.17;3;3;1;1;1;6;6;2;2;5;5;P;11505.14;0;65;98;0;25.963;N;0.00;0.00;0.00;0;0.00000;78.333333;0.00;0.00;0.00;0.07;0.00;0;34.166412091;0;0;0;0;1;0;0;12;7;0;19.12;14.333333;;;;;;;;;;;;;;;;224.85;0;1;4;;0;0;0;0.07;1;1;1
AA60019570887;2023-10-31;2023;10;202310;0;2;0;390.26;3;3;7;1;0;;0;0;44.5;44;45;0;0;0;0;2254.87;4;2;1;2;1;3;4;1;1;2;2;P;15874.08;0;48;98;0;6.370;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;140.64;;;25000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;250;250;6
AA60019570978;2023-10-31;2023;10;202310;0;1;0;244.68;1;1;7;7;0;;0;0;28;28;28;0;0;0;0;531.64666667;5;5;1;1;1;6;6;2;2;2;2;P;14047.94;0;72;11;0;25.214;N;0.00;0.00;0.00;0;0.00000;189.666667;0.00;0.00;0.00;2770.08;0.00;0;77.516211787;0;0;0;0;1;0;0;20;546;0;1317.27;;;10000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;0;2;;0;0;0;2770.08;1;1;6
AA60019571126;2023-10-31;2023;10;202310;0;2;0;110.06;1;1;8;1;2;;0;0;28;27;29;0;0;0;0;576.65333333;5;2;1;2;1;4;5;2;1;2;1;P;4983.57;0;60;98;0;21.358;N;0.00;0.00;0.00;0;0.00000;187.000000;0.00;0.00;0.00;2100.00;0.00;0;169.90732328;0;0;0;0;1;0;0;36;135.666667;0;30.40;67.666667;;3000.00;759.190000;563.74;;;;;;;;0.000000;280.000000;91.000000;45.500000;0.00;1;1;2;;1;0;0;2100;24;1;2
AA60019571126;2023-10-31;2023;10;202310;0;2;0;110.06;1;1;8;1;2;;0;0;28;27;29;0;0;0;0;576.65333333;5;2;1;2;1;4;5;2;1;2;1;P;4983.57;0;60;98;0;21.358;N;0.00;0.00;0.00;0;0.00000;187.000000;0.00;0.00;0.00;2100.00;0.00;0;169.90732328;0;0;0;0;1;0;0;36;135.666667;0;30.40;67.666667;;3000.00;759.190000;563.74;;;;;;;;0.000000;280.000000;91.000000;45.500000;0.00;1;1;2;;1;0;0;2100;24;24;2
AA60019572343;2023-10-31;2023;10;202310;0;1;0;389.96;3;3;2;2;0;;0;0;45;45;45;0;0;0;0;537.27733333;3;3;1;1;1;4;4;2;2;2;2;P;20527.12;0;72;98;0;33.644;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019572375;2023-10-31;2023;10;202310;0;2;0;326.56;3;3;7;1;0;;0;0;50.5;47;54;2;0;2;10.25;480.79166667;3;2;1;2;1;2;4;2;2;2;1;P;17678.67;0;72;98;0;20.280;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;8000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;2
AA60019572592;2023-10-31;2023;10;202310;0;1;0;296.9;3;3;7;7;0;;0;0;53;53;53;2;0;2;4;547.91333333;5;5;1;1;1;3;3;2;2;4;4;P;15628.29;0;72;98;0;28.115;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;4
AA60019572721;2023-10-31;2023;10;202310;0;1;0;164.75;1;1;7;7;1;;1;0;39;39;39;0;0;0;0;625.98333333;5;5;1;1;1;6;6;2;2;5;5;P;9489.86;0;84;98;0;36.691;N;0.00;0.00;0.00;0;0.00000;51764.333333;0.00;0.00;0.00;0.00;0.00;0;31419.929185;0;1;0;0;0;0;0;85;0;1;-306.37;;;3000.00;594.634333;752.13;;4345.60;30.55;24000.000000;40000.00;197.91;;306.370000;142.000000;46.000000;23.000000;0.00;1;1;2;;0;0;0;0;1;1;1
AA60019573018;2023-10-31;2023;10;202310;0;2;0;194.57;1;1;7;1;0;;0;0;25.5;25;26;0;0;0;0;535.662;3;2;1;1;1;4;6;2;2;2;2;P;12347.42;0;84;98;0;22.539;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019573331;2023-10-31;2023;10;202310;0;1;0;433.03;3;3;6;6;0;;0;0;35;35;35;0;0;0;0;1424.0966667;5;5;1;1;1;1;1;2;2;2;2;P;25957.26;0;84;98;0;18.653;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;8000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019573970;2023-10-31;2023;10;202310;0;2;0;600.04;3;3;7;7;0;;0;1;26;24;28;0;0;0;0;1194.6466667;5;5;1;1;1;4;6;2;2;5;5;P;31365.91;0;72;98;0;16.688;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;1
AA60019574480;2023-10-31;2023;10;202310;0;2;0;247.85;1;1;4;4;1;;0;0;51.5;46;57;0;0;0;0;310.79483333;5;3;1;2;1;4;6;2;2;5;5;P;11447.2;0;60;98;0;25.373;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;1;1;1
AA60019574544;2023-10-31;2023;10;202310;0;2;0;594.32;3;1;7;1;0;;0;0;63.5;58;69;0;0;1;19;769.67766667;3;2;1;2;1;4;6;2;2;2;1;P;52255.61;0;120;10;0;17.428;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;10000.00;;;;;0.00;;;;;;;;;;;;0.00;1;0;1;;1;0;0;0;1;1;2
AA60019574850;2023-10-31;2023;10;202310;0;1;0;340.53;3;3;7;7;0;;0;0;23;23;23;0;0;0;0;499.95433333;3;3;1;1;1;4;4;2;2;2;2;P;18435.1;0;72;98;0;32.412;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019574913;2023-10-31;2023;10;202310;0;1;0;446.7;1;1;8;8;0;;0;0;23;23;23;0;0;0;0;7135.164;1;1;1;1;1;3;3;2;2;2;2;P;23046.45;0;70;98;0;16.596;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019574923;2023-10-31;2023;10;202310;1;1;0;492.57;3;3;10;10;0;;0;0;24;24;24;0;0;0;0;4390.8766667;5;5;1;1;1;6;6;2;2;2;2;P;25928.15;0;72;98;0;8.069;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019574926;2023-10-31;2023;10;202310;0;2;0;236.43;1;1;7;1;2;;0;0;23.5;23;24;1;0;1;0.5;538.77833333;5;2;1;2;1;4;4;2;2;2;1;P;14013.13;0;72;11;0;21.526;N;0.00;0.00;0.00;0;0.00000;3084.666667;0.00;0.00;0.00;10000.00;0.00;0;1304.6849668;0;0;0;0;1;0;0;66;10000;0;2032.20;832.666667;;;;;6260.470000;6152.85;117.14;;;;;0.000000;;;;117.14;1;0;2;;1;0;0;10000;1;1;2
AA60019574929;2023-10-31;2023;10;202310;1;2;0;440.98;3;1;8;1;0;;0;0;24;21;27;0;0;0;0;543.69;4;2;1;2;1;4;5;2;2;2;2;P;23051.6;0;72;98;0;25.805;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;1;1;6
AA60019574934;2023-10-31;2023;10;202310;0;1;0;548.52;1;1;8;8;0;;0;0;35;35;35;0;0;0;0;2001.1786667;5;5;1;1;1;6;6;2;2;2;2;P;28873.54;0;72;98;0;17.210;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;1;1;6
AA60019574955;2023-10-31;2023;10;202310;0;1;0;67.23;1;1;10;10;1;;0;0;66;66;66;0;0;0;0;1613.0113333;4;4;1;1;1;5;5;2;2;2;2;P;3057.52;0;60;98;0;15.808;N;0.00;0.00;0.00;0;0.00000;1561.666667;0.00;0.00;0.00;0.00;0.00;0;2322.8717343;0;0;0;0;0;0;0;28;0;0;1121.03;14.333333;;3000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;1;1;6
