IDRFME;DTREF;ANO;MES;TIMEID;DEF_12;nr_titulares;nr_outros_interv;PREST;max_escolaridade;min_escolaridade;max_risco_regiao;min_risco_regiao;n_tit_domvenc;med_domvenc;med_dias_devedor;flag_nao_resi;med_idade;younger;older;avg_dependentes;flag_resec;med_filhos;med_idade_filhos;med_rend_disp;pior_habitacao;best_habitacao;flag_resi;pior_vinclab;best_vinclab;best_prof2;pior_prof2;max_risco_origem2;min_risco_origem2;pior_estciv;best_estciv;CDTIPES;EXPOSICAO;MTLINHASDISP;PRAZO;FINALIDADE;FLAG_REEST;TXESFGLOBAL;FLG14PREST;OUT_VALPREST;INVALPRESTDUPLA;OUTVALPRESTDUPLA;CARNUM;PCTVALRES;SLDULTRESM;SLDPNTBSCAP1M;SLDPNTBSPPR;SLDPNTFUND;SLDPNTDEPPRZ;SLDPNTOUTDES;VALPRESTDUPLA;DO_PREST;DUMMYAUTONOVO;DUMMYPRAZO72_84;DUMMYPRAZOSUP84;DUMMYDOMVENC_AVAL;DUMMYRECPRAZO;DUMMYIFSUP5TC;INCTC;NUM_DEB_FINALtc;REC_PRAZO;NRDIASDEVEDOR;SLDPNTDO;SLDMDDOTM;SLDPNTTITRV;PLATRDIARIOCC;MEDR1MCC;MEDRADCC;MEDR1MCI;MEDRADCI;PRESTDIARIACI;MEDR1MCH;MEDRADCH;PRESTDIARIACH;MEDR1MCHP;SLDMDDEVAD;SLDMDDEV1M;SLDMDDEV3M;SLDMDDEV6M;TPRESTFRONTENDCI;flag_garant;flag_fin;envolvimento;ANTCONTA1;VARIOS_TITULARES;INDRESTRUT_num;flag14prest;SALDO_PONTUAL;naciona_final_num;naciona_rend_num;estciv_final_num
AA60015940304;2018-06-30;2018;6;201806;0;2;0;113.15;3;3;7;1;0;;0;0;44;41;47;0;0;0;0;876.70066667;2;1;1;1;1;1;2;2;2;2;1;P;7103.72;0;84;98;0;25.436;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;800.00;;;1250.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015940976;2018-06-30;2018;6;201806;0;2;0;321.01;1;1;10;1;0;;0;0;68.5;66;71;0;0;1;23;168.44266667;3;2;1;2;2;4;4;2;2;2;1;P;15788.82;0;60;98;0;26.343;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015940988;2018-06-30;2018;6;201806;0;2;0;42.14;2;2;7;1;0;;4;0;54.5;54;55;0;0;0;0;340.82633333;2;1;1;2;1;4;6;2;2;2;2;P;1011.36;0;24;98;0;38.131;N;0.00;0.00;0.00;0;0.00000;71.000000;0.00;0.00;0.00;0.00;0.00;0;168.48599905;0;0;0;0;0;0;0;4;0;7;50.53;;;1000.00;;806.76;;;;;79300.00;0.00;;0.000000;13.000000;4.000000;2.000000;0.00;1;1;2;;1;0;0;0;0;0;6
AA60015941010;2018-06-30;2018;6;201806;0;1;0;34.51;1;1;8;8;1;;0;0;35;35;35;0;0;0;0;922.15666667;3;3;1;3;3;6;6;2;2;5;5;P;828.32;0;24;98;0;2.885;N;0.00;0.00;0.00;0;0.00000;177.000000;0.00;0.00;0.00;0.00;0.00;0;512.8948131;0;0;0;0;0;0;0;42;0;0;-118.01;162.666667;;190.00;;0.00;;;;;;;;118.010000;128.000000;104.000000;52.000000;0.00;1;1;2;;0;0;0;0;0;0;1
AA60015941072;2018-06-30;2018;6;201806;0;1;0;54.31;1;1;8;8;1;;0;0;37;37;37;0;0;0;0;719.23266667;1;1;1;1;1;6;6;2;2;5;5;P;2606.78;0;48;98;0;37.858;N;0.00;0.00;0.00;0;0.00000;126.666667;0.00;0.00;0.00;0.00;0.00;0;233.22899466;0;0;0;0;0;0;0;22;0;0;514.44;;;400.00;;0.00;;;;40640.000000;101600.00;295.42;;0.000000;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60015941399;2018-06-30;2018;6;201806;0;1;0;643.99;3;3;8;8;0;;0;1;36;36;36;0;0;0;0;3471.174;1;1;0;1;1;3;3;2;2;5;5;P;41511.89;0;84;98;0;18.044;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;23.12;0.00;0.00;0.00;0;0;0;1;0;0;1;0;0;0;0;0;14.95;;;1100.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;23.12;0;0;1
AA60015941566;2018-06-30;2018;6;201806;0;2;0;215.22;1;1;9;1;0;;0;0;66;59;73;0;0;3;19;274.75666667;3;2;1;2;2;4;4;2;2;2;1;P;10517.15;0;60;98;0;22.514;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015941840;2018-06-30;2018;6;201806;0;1;2;438.84;3;3;10;10;0;;0;0;35;35;35;0;0;0;0;1283.5626667;1;1;1;2;2;6;6;2;2;5;5;P;26201.83;0;72;98;0;30.138;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60015942276;2018-06-30;2018;6;201806;0;1;0;114.8;1;1;5;5;1;;0;0;44;44;44;3;0;3;14;405.29666667;5;5;1;1;1;6;6;2;2;4;4;P;5665.65;0;60;98;0;17.658;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;60.93;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60015942554;2018-06-30;2018;6;201806;0;1;0;337.01;1;1;7;7;0;;0;0;45;45;45;1;0;0;0;1028.1116667;5;5;1;1;1;3;3;2;2;5;5;P;18659.27;0;72;98;0;19.749;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015942595;2018-06-30;2018;6;201806;0;1;0;213;1;1;8;8;0;;0;0;47;47;47;0;0;0;0;401.256;5;5;1;1;1;4;4;2;2;5;5;P;11718.49;0;72;98;0;27.740;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1613.95;;;150.00;;157.79;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015942764;2018-06-30;2018;6;201806;0;1;1;104.08;1;1;6;6;1;;0;0;24;24;24;0;0;0;0;666.62;5;5;1;3;3;6;6;2;2;5;5;P;4878.94;0;60;98;0;10.803;N;0.00;0.00;0.00;0;0.00000;113.333333;0.00;0.00;0.00;0.00;0.00;0;108.89059666;0;0;0;0;0;0;0;37;0;0;293.59;;;;;;;;;;;;;0.000000;;;;0.00;0;1;4;;0;0;0;0;0;0;1
AA60015942784;2018-06-30;2018;6;201806;1;1;0;154.57;1;1;8;8;0;;0;0;41;41;41;0;0;0;0;410.36533333;5;5;1;1;1;6;6;2;2;5;5;P;9470.7;0;84;98;0;21.888;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;70.22;;;150.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015942830;2018-06-30;2018;6;201806;0;1;0;95.15;3;3;6;6;0;;0;0;39;39;39;0;0;0;0;562.44066667;3;3;1;1;1;6;6;2;2;5;5;P;5893.48;0;84;98;0;11.575;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015942867;2018-06-30;2018;6;201806;0;2;0;236.2;1;1;7;1;0;;0;0;45.5;41;50;0;0;0;0;223.96666667;2;1;1;1;1;4;6;2;2;2;1;P;14592.65;0;84;98;0;39.236;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;250.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015942870;2018-06-30;2018;6;201806;0;1;0;145.14;1;1;6;6;0;;0;0;41;41;41;0;0;0;0;686.608;1;1;1;1;1;6;6;2;2;5;5;P;8878.8;0;84;98;0;34.140;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;250.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015943044;2018-06-30;2018;6;201806;1;1;0;51.78;1;1;7;7;1;;11;0;27;27;27;0;0;0;0;368.74933333;5;5;1;3;3;4;4;2;2;5;5;P;591.97;0;12;98;1;9.850;N;0.00;0.00;0.00;0;0.00000;3.333333;0.00;0.00;0.00;0.00;0.00;0;6.4374913094;0;0;0;0;0;0;0;5;0;11;0.00;3.000000;;;;;;;;;;;;;541.000000;524.000000;534.500000;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015943045;2018-06-30;2018;6;201806;0;1;0;31.84;1;1;6;6;0;;22;0;44;44;44;0;0;0;0;453.82666667;3;3;1;1;1;4;4;2;2;2;2;P;1008.24;0;36;98;1;0.000;N;31.84;0.00;0.00;0;0.00000;9.666667;0.00;0.00;0.00;0.00;0.00;0;30.36013505;0;0;0;0;0;0;0;4;0;22;0.00;44.666667;;190.00;188.284667;186.74;;;;;;;;;799.000000;709.000000;570.000000;0.00;1;1;1;;0;0;0;0;0;0;6
AA60015943363;2018-06-30;2018;6;201806;1;1;0;41.03;1;1;6;6;0;;0;0;26;26;26;1;0;0;0;500.30333333;5;5;1;1;1;3;3;2;2;5;5;P;984.67;0;24;98;0;6.063;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;516.20;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015943392;2018-06-30;2018;6;201806;0;2;0;42.14;1;1;7;1;0;;0;0;28;24;32;0;0;0;0;274.37366667;3;2;1;1;1;4;5;2;2;2;2;P;1011.36;0;24;98;0;32.058;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;16.39;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60015943397;2018-06-30;2018;6;201806;0;1;0;17.08;1;1;6;6;1;;0;0;41;41;41;0;0;0;0;476.546;1;1;1;1;1;4;4;2;2;4;4;P;719.07;0;48;98;0;35.176;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;762.84;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60015943634;2018-06-30;2018;6;201806;1;1;0;81.16;1;1;8;8;1;;0;0;37;37;37;2;0;3;9;337.23533333;4;4;1;3;3;4;4;2;2;3;3;P;3803.82;0;60;98;0;32.535;N;0.00;0.00;0.00;0;0.00000;62.000000;0.00;0.00;0.00;0.00;0.00;0;76.392311483;0;0;0;0;0;0;0;16;0;0;104.17;3.000000;;150.00;117.436000;160.14;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;3
AA60015943738;2018-06-30;2018;6;201806;0;2;0;309.98;1;1;7;1;0;;6;0;47;45;49;2;0;2;5.25;1995.9763333;5;2;1;1;1;3;5;2;2;2;1;P;11097.35;0;42;98;0;10.034;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;11;302.41;;;1000.00;;1013.54;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015943791;2018-06-30;2018;6;201806;0;2;0;278.7;1;1;3;1;0;;0;0;59.5;58;61;0;0;0;0;398.776;5;2;1;1;1;4;6;2;2;2;1;P;13680.81;0;60;98;0;16.455;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;500.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015944183;2018-06-30;2018;6;201806;0;2;0;352.99;1;1;8;1;2;;0;0;33.5;32;35;2;0;1;1;433.299;5;2;1;1;1;4;5;2;2;2;2;P;23403.52;0;84;98;0;17.957;N;0.00;0.00;0.00;0;0.00000;214.333333;0.00;0.00;0.00;1250.00;0.00;0;60.719378169;0;1;0;0;1;0;0;18;230.666667;0;446.09;7.000000;;650.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;1;0;0;1250;0;0;6
AA60015944187;2018-06-30;2018;6;201806;0;1;0;344.68;3;3;7;7;1;;0;0;35;35;35;0;0;0;0;2095.9866667;1;1;1;1;1;3;3;2;2;5;5;P;22847.22;0;84;98;0;24.781;N;0.00;0.00;0.00;0;0.00000;651.000000;0.00;0.00;0.00;0.00;0.00;0;188.87083672;0;1;0;0;0;0;0;6;0;0;2834.97;;;;;;;;;;222500.00;0.00;;;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60015944361;2018-06-30;2018;6;201806;0;1;0;139.05;1;1;7;7;1;;0;0;33;33;33;1;0;0;0;463.49833333;3;3;1;1;1;4;4;2;2;5;5;P;8022.15;0;72;98;0;18.461;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;6.37;;;150.00;16.425333;74.84;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015944627;2018-06-30;2018;6;201806;0;1;0;208.81;2;2;10;10;0;;0;0;51;51;51;0;0;0;0;334.45666667;5;5;1;1;1;3;3;2;2;5;5;P;11811.47;0;72;98;0;30.748;N;0.00;0.00;0.00;0;0.00000;46.000000;0.00;0.00;0.00;1000.00;0.00;0;22.029596284;0;0;0;0;1;0;0;3;0;0;1065.30;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;2;;0;0;0;1000;0;0;1
AA60015945179;2018-06-30;2018;6;201806;0;1;0;113.32;3;3;8;8;0;;0;0;42;42;42;1;0;0;0;592.13866667;1;1;1;1;1;3;3;2;2;5;5;P;6314.22;0;72;98;0;25.951;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015945340;2018-06-30;2018;6;201806;0;1;0;122.84;1;1;5;5;1;;0;0;49;49;49;1;0;2;21;349.68133333;4;4;1;1;1;4;4;2;2;3;3;P;7061.58;0;72;98;0;42.324;N;0.00;0.00;0.00;0;0.00000;78.000000;0.00;0.00;0.00;0.00;0.00;0;63.497232172;0;0;0;0;0;0;0;8;0;0;-31.64;;;150.00;;0.00;;;;;;;;31.640000;;;;0.00;1;1;3;;0;0;0;0;0;0;3
AA60015947754;2018-06-30;2018;6;201806;0;1;0;68.25;1;1;6;6;0;;0;0;39;39;39;2;0;2;11;472.89333333;4;4;1;2;2;6;6;2;2;4;4;P;2682.64;0;48;98;0;28.955;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60015948084;2018-06-30;2018;6;201806;0;1;1;199.9;1;1;8;8;1;;0;0;21;21;21;0;0;0;0;312.94266667;5;5;1;3;3;6;6;2;2;5;5;P;13143.33;0;84;98;0;31.183;N;0.00;0.00;0.00;0;0.00000;1014.666667;0.00;0.00;0.00;0.00;0.00;0;507.58712706;0;1;0;0;0;0;0;79;0;0;864.84;;0.00;190.00;;201.80;;;;;;;;;;;;0.00;0;1;2;;0;0;0;0;0;0;1
AA60015948116;2018-06-30;2018;6;201806;0;2;0;223;2;2;7;1;0;;3;0;54.5;54;55;0;0;0;0;271.46633333;2;1;1;2;1;4;6;2;2;2;2;P;12617.95;0;72;98;0;35.693;N;0.00;0.00;0.00;0;0.00000;71.000000;0.00;0.00;0.00;0.00;0.00;0;31.838565022;0;0;0;0;0;0;0;4;0;6;303.44;;;1000.00;;0.00;;;;;79300.00;0.00;;0.000000;13.000000;4.000000;2.000000;0.00;1;1;2;;1;0;0;0;0;0;6
AA60015948258;2018-06-30;2018;6;201806;0;1;0;110;1;1;8;8;1;;0;0;21;21;21;1;0;0;0;543.25866667;5;5;1;1;1;5;5;2;2;5;5;P;5262.71;0;60;98;0;13.470;N;0.00;0.00;0.00;0;0.00000;6.666667;0.00;0.00;0.00;100.00;0.00;0;6.0606063636;0;0;0;0;1;0;0;0;0;0;14.51;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;100;0;0;1
AA60015948457;2018-06-30;2018;6;201806;0;1;0;68.04;1;1;6;6;0;;0;0;27;27;27;0;0;0;0;608.18666667;5;5;1;1;1;6;6;2;2;5;5;P;2673.62;0;48;98;0;8.049;N;0.00;0.00;0.00;0;0.00000;20.000000;0.00;0.00;0.00;0.00;0.00;0;29.394473839;0;0;0;0;0;0;0;18;0;0;2.50;;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60015948567;2018-06-30;2018;6;201806;0;2;0;92.76;1;1;7;1;0;;0;0;33.5;30;37;1;0;1;5;283.75866667;2;1;1;1;1;4;4;2;2;2;1;P;4344.81;0;60;98;0;26.326;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;344.64;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015948733;2018-06-30;2018;6;201806;0;1;0;144.36;1;1;7;7;1;;8;0;24;24;24;0;0;0;0;568.70666667;5;5;1;2;2;4;4;2;2;5;5;P;7047.02;0;60;98;0;16.195;N;0.00;0.00;0.00;0;0.00000;11.000000;0.00;0.00;0.00;0.00;0.00;0;7.6198392907;0;0;0;0;0;0;0;8;0;8;1369.72;0.333333;;400.00;;0.00;;;;;;;;;;;;0.00;1;1;3;;0;0;0;0;0;0;1
AA60015948738;2018-06-30;2018;6;201806;0;2;0;279.21;3;1;8;1;0;;0;0;50;48;52;1;0;1;4;988.12033333;3;2;1;1;1;1;4;2;2;2;1;P;13700.66;0;60;98;0;8.812;N;0.00;0.00;0.00;0;0.00000;492.000000;0.00;0.00;0.00;0.00;0.00;0;176.21145374;0;0;0;0;0;1;0;1;0;0;562.83;436.666667;;;;;1773.305000;1547.35;126.21;;;;;;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60015949260;2018-06-30;2018;6;201806;0;1;0;119.07;1;1;7;7;0;;0;0;29;29;29;0;0;0;0;459.59666667;5;5;1;1;1;4;4;2;2;5;5;P;5602.56;0;60;98;0;16.461;N;0.00;0.00;0.00;0;0.00000;104.000000;0.00;0.00;0.00;0.00;0.00;0;87.343579407;0;0;0;0;0;0;0;25;0;0;1.99;;;190.00;180.335334;-1.06;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60015949308;2018-06-30;2018;6;201806;0;2;0;623.24;1;1;8;1;0;;0;0;47;45;49;0;0;0;0;1198.443;2;1;1;1;1;5;5;2;2;2;1;P;54092.88;0;120;98;0;18.987;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015949697;2018-06-30;2018;6;201806;0;2;0;42.14;1;1;7;1;0;;0;0;32;31;33;1;0;1;0.5;316.919;4;2;1;2;1;4;6;2;2;2;2;P;1011.36;0;24;98;0;34.598;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60015949717;2018-06-30;2018;6;201806;0;1;0;274.96;1;1;7;7;1;;0;0;38;38;38;0;0;0;0;390.12333333;3;3;1;1;1;6;6;2;2;1;1;P;18358.95;0;72;98;0;0.000;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;2500.00;;0.00;;;;;;;;0.000000;;;;0.00;0;1;1;;0;0;0;0;0;0;2
AA60015949734;2018-06-30;2018;6;201806;0;1;0;42.14;1;1;8;8;0;;0;0;35;35;35;0;0;0;0;567.28333333;5;5;1;1;1;6;6;2;2;5;5;P;1011.36;0;24;98;0;20.786;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015949747;2018-06-30;2018;6;201806;0;2;0;42.14;1;1;3;1;0;;1;0;45;43;47;0;0;0;0;480.04466667;5;2;1;1;1;5;6;2;2;2;1;P;1011.36;0;24;98;0;33.204;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;1000.00;0.00;0;0;0;0;0;0;1;0;0;0;0;1;1866.64;;;750.00;;0.00;;;;;34000.00;0.00;;0.000000;;;;0.00;1;1;1;;1;0;0;1000;0;0;2
AA60015949756;2018-06-30;2018;6;201806;1;2;0;26.9;1;1;7;1;0;;0;0;47.5;41;54;2;0;0;0;212.98;5;2;1;3;1;4;4;2;2;2;1;P;807.11;0;30;98;0;26.909;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015949776;2018-06-30;2018;6;201806;0;1;0;447.96;3;3;7;7;1;;0;0;63;63;63;0;0;0;0;972.57;3;3;1;1;1;3;3;2;2;4;4;P;22090.59;0;60;98;0;32.945;N;0.00;0.00;0.00;0;0.00000;591.000000;0.00;0.00;0.00;500.00;0.00;0;131.93142245;0;0;0;0;1;1;0;6;333.333333;0;565.71;;;1250.00;702.570000;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;500;0;0;4
AA60015949781;2018-06-30;2018;6;201806;0;2;0;27.34;1;1;8;8;0;;0;0;32.5;30;35;0;0;0;0;597.81033333;1;1;1;1;1;6;6;2;2;5;5;P;1150.34;0;48;98;0;30.594;N;0.00;0.00;0.00;0;0.00000;336.333333;0.00;0.00;0.00;0.00;0.00;0;1230.1877579;0;0;0;0;0;0;0;2;0;0;2478.24;;;150.00;;0.00;;;;;135800.00;0.00;;0.000000;;;;0.00;1;1;2;;1;0;0;0;0;0;1
AA60015950368;2018-06-30;2018;6;201806;0;1;0;42.14;1;1;8;8;1;;0;0;20;20;20;0;0;0;0;246.96;5;5;1;2;2;4;4;2;2;5;5;P;1011.36;0;24;98;0;11.661;N;0.00;0.00;0.00;0;0.00000;16.333333;0.00;0.00;0.00;110.00;0.00;0;38.759689131;0;0;0;0;1;0;0;21;79.333333;0;70.13;27.666667;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;110;0;0;1
AA60015950478;2018-06-30;2018;6;201806;0;1;0;117.87;1;1;8;8;0;;0;0;44;44;44;1;0;1;14;506.27533333;5;5;1;1;1;6;6;2;2;4;4;P;5654.62;0;60;98;0;15.108;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;100.00;;;;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60015950582;2018-06-30;2018;6;201806;0;1;0;42.14;1;1;7;7;1;;0;0;24;24;24;0;0;0;0;295.50733333;5;5;1;2;2;6;6;2;2;5;5;P;1011.36;0;24;98;0;13.827;N;0.00;0.00;0.00;0;0.00000;253.333333;0.00;0.00;0.00;0.00;0.00;0;601.17070005;0;0;0;0;0;0;0;26;0;0;479.88;42.333333;;;;;;2086.06;16.22;;;;;;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60015951128;2018-06-30;2018;6;201806;1;1;0;123.18;3;3;8;8;0;;0;0;34;34;34;0;0;0;0;713.7;3;3;1;1;1;6;6;2;2;5;5;P;6877.55;0;72;98;0;19.954;N;0.00;0.00;0.00;0;0.00000;17.666667;0.00;0.00;0.00;0.00;0.00;0;14.342155382;0;0;0;0;0;0;0;3;0;0;1.33;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015951160;2018-06-30;2018;6;201806;0;1;0;68.47;1;1;4;4;1;;0;0;40;40;40;0;0;0;0;424.77566667;4;4;1;2;2;4;4;2;2;5;5;P;2118.5;0;36;98;0;27.170;N;0.00;0.00;0.00;0;0.00000;89.666667;0.00;0.00;0.00;0.00;0.00;0;130.95759749;0;0;0;0;0;0;0;29;0;0;66.92;2.333333;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60015951425;2018-06-30;2018;6;201806;0;1;0;123.58;3;3;2;2;0;;0;0;44;44;44;1;0;0;0;1962.87;1;1;1;1;1;6;6;2;2;5;5;P;8415.47;0;96;98;0;18.575;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;20.00;;;1000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60015951639;2018-06-30;2018;6;201806;0;1;2;231.07;3;3;4;4;0;;0;0;23;23;23;0;0;0;0;446.93933333;5;5;1;3;3;6;6;2;2;5;5;P;13663.78;0;72;98;0;27.264;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;150.00;;0.00;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60015951671;2018-06-30;2018;6;201806;0;2;0;268.38;1;1;8;1;0;;0;0;34.5;28;41;0;0;2;2.25;574.429;5;2;1;2;1;4;6;2;2;2;1;P;17726.13;0;84;98;0;18.737;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60015951734;2018-06-30;2018;6;201806;0;1;0;122.46;1;1;5;5;0;;0;0;24;24;24;0;0;0;0;558.56533333;3;3;1;1;1;4;4;2;2;5;5;P;4811.89;0;48;98;0;14.385;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
